Protein IDs,Symbols,log2FC,adj.pvalue
Q9Y6G9;E9PHI6;B3KM42;B4DDM4;Q6MZE7;C9JGM7,DYNC1LI1,-0.80444864272485,0.0663979
Q59FY1;Q5JUW8;Q92796,DLG3,-0.82975070851706,0.0581483
Q96CT7;M0R2F5,CCDC124,-0.55564492083703,0.157003
Q99543;Q08AR5;H7C3L7;Q6P5S9;C9IZ83;F2Z3N9;F2Z3H0,DNAJC2,-0.85613837623259,0.0213413
Q59ED7;B2R6E5;Q63HL4;P16435;H0Y4R2;A8K3B4;B4DJI8;E7EVY7;B4DKM8;F5H468;B4E305;B4DDH3;E7EMD0;E7EPN3;C9JU80;E7EWU0,POR,-0.56782351305295,0.158996
A0AV96;B7ZLP7;B7Z8Z7;D6R9D6;D6RBS9;D6REZ6;D6R9M7;D6RFL5;D6RA49;D6RBP6;Q8TBY0;B4DZ27;B3KWU8;Q9NQ94;B4E1E3;F8W9F8;Q5T0W7;D6RF41;D6RCT1,A1CF;RBM46;RBM47,-0.7061868641565,0.0603038
A8K6F4;O15156,ZBTB7B,-0.79685585020843,0.0690106
Q6VEQ5;C4AMC7;Q7Z3N4;Q9NSV7;A8K0Z3;B4DHT3;A9QQ12;A9QQ13;A9QQ15;A9QQ16;A9QQ21;A8MWX3;A9QQ14;A9QQ18;A9QQ20;A9QQ19;H3BV49;B4DG24;B4DJQ2;B4DTD2;Q9H7J9,WASH1;WASH2P;WASH3P;WASH4P,-0.65142633691605,0.100507
Q6PJG2;A0PJD3;F6RU81;H7C1L3;Q8NF55;C9JYU7,ELMSAN1,-0.74512271970074,0.107643
Q14651;C9JAM8;C9J0F3;C9J359;C9JU08;C9JVY2;C9JAM3;C9JYI1,PLS1,-0.71044738814501,0.128695
O95983;K7EIE8;B3KMA8,MBD3,-0.73368713797451,0.0945404
O95433;B4DUR9;H0YJG7;G3V438;H0YJU2;G3V3W9;H0YJ63;H0YJG6,AHSA1,-0.70048350288171,0.0738584
P52735,VAV2,-0.52345736455524,0.173006
P56962;Q2TAB5;Q8N3G0,STX17,1.0465660608063,0.121507
D3DSY9;P49354;E9PQP6;H0YE66;B3KVN2;H0YCW1;E9PPM9;E9PN85,FNTA,-0.58272638177975,0.181738
B4DY32;C9J057;C9JT45,ASNS,-0.79516647199612,0.00378822
Q9Y6M5,SLC30A1,1.52351626760187,0.00777917
E9PPU0,EPPK1,-0.97940379754319,0.00953874
A8IK34;Q6AI12;K7ERW4,ANKRD40,-0.77291711084592,0.108251
Q06210;B2RB90;B3KMR8;O94808;B4DN38;B3KM63;E5RJP4,GFPT1;GFPT2,-0.7632403402454,0.0492315
O75427;B3KQE9;B4DYF8,LRCH4,-0.7717870190616,0.137338
Q9H6A0;B4DWL2;Q8TCN6,DENND2D,-0.63925162296994,0.187448
A8K8N3;Q96R06;E9PMD0;A4FUA2;J3KTQ0;K7ELC8,SPAG5,-0.71491216260292,0.134624
A4D1L5;P62256;C9JZY6;C9JZG9;H7C4M9;C9J8Q9;Q75MF5,UBE2H,-0.74721169026067,0.0884721
Q9H6T3,RPAP3,-0.66413630669882,0.129124
P46934;H0Y8X6,NEDD4,-0.72471925762682,0.0693366
Q53EY9;Q8NEZ5;H3BTH6;B4DFX7;H3BRE0,FBXO22,-0.95422550006631,0.0579649
Q9GZR7;G3V529;Q4V9L5;B4DKV2;B4DM03;F5GYL3;B4E300;Q59FS7;B4DGI6;Q7Z4X3;Q7Z4W0;Q9P054,DDX24,-0.8287134699643,0.0736062
Q92522,H1FX,-0.60836660492655,0.17283
B3KRK1;Q86SJ2;B3KS95,AMIGO2,-0.89158440822075,0.0943228
Q8TCG1;F8WAX6,KIAA1524,-0.64277172535876,0.143931
Q9H788;H0YAT1,SH2D4A,0.84190401808869,0.0528219
Q96S97;B4DG42;C9JC07;C9J5M0;C9JZL8;C9JJV6,MYADM,-0.71798172767768,0.143585
F8VQY2;Q96RL1,UIMC1,-0.59949391373221,0.193239
Q9BV44;H7C3J3;H7C0R6,THUMPD3,-0.50876368826334,0.186469
Q13257,MAD2L1,-1.07308115283403,0.0213168
Q7L7X3,TAOK1,0.64966523133795,0.137072
P13667;C9JMN9,PDIA4,-0.59079268249646,0.140441
O95104;Q0P607,SCAF4,-0.8357119803206,0.0717939
Q92968;D3YTD3;G5E9N6;B5MBY9,PEX13,-0.68657350248918,0.160035
J3KN67;M1VPF4;D6RGJ6,TPM3,-0.61163364604474,0.00378822
P35270;B4DSF0;Q9UEC5;Q93041,SPR,-0.61986366777006,0.163182
Q9NVP1;Q4ZG72;Q8N254;Q59FR7;H7C452;Q53TI6,DDX18,-0.66444470007357,0.129644
Q99735,MGST2,-0.62723890421511,0.194988
Q59GW7;A8K3S0;P40937;Q6LES9;A8K4Z2;F8W9B4;F5H0U6;F5H5S0;C9JH72;E9PEP3;F5H304,RFC5,-0.74049858880235,0.109786
A8K646;Q92882,OSTF1,-0.70016730960872,0.109966
Q68EM7;B4DWE9;B4DVF3;C9IZD3;I3L460;I3L4Y5;I3L3P1;I3L4P6,ARHGAP17,-0.57987307589101,0.183796
O60884;T2DN57;H3BMW5;T2DPK5;I3L320,DNAJA2,-0.71651007943208,0.0974718
Q13057;K7EN91;K7EQ60;K7ES73;K7EPC2,COASY,-0.68026082268354,0.121576
E7EQS0;Q6ZNB1;B3KRZ3;B4DNJ7;P20839;C9J381;Q5H9Q6;C9K0R9;C9J029;H7C511;H7C5T1,IMPDH1,-0.66068679725091,0.159745
Q9BWH6;A8K2F9;H3BRE8,RPAP1,-0.52715428662398,0.177698
C9JVM4;E5RHU8;E5RJS9;H0YBC1;O95214;Q6FHL7;E5RIL0,LEPROTL1,-0.59855070605532,0.129218
Q05D32;H0YMH7;H0YNW9;H0YNU2,CTDSPL2,1.08049323654622,0.170833
Q15800;D6R952;D6RDP9,MSMO1,-0.73783505110212,0.0926818
S4R435;F6U211;Q14489,RPS10;RPS10-NUDT3,-1.12179594160706,0.0101367
P98179,RBM3,-0.63235773238801,0.179794
P62877,RBX1,-0.62808075696376,0.173349
Q8TE68;B4DKV7;K7EN83;K7EKX9;K7ELW3;B4DWN8;B3KPZ3,EPS8L1,-0.81105698988552,0.0803923
P50416;B2RAQ8;H3BUV7;H3BP22;H3BUJ0;H3BMD2;A5PLL0;A8K5K1;Q53FV7;Q92523;A2RRE8;K7N7A7;Q8WZ48,CPT1A;CPT1B,-0.66641998026013,0.091011
Q9NZT2;B3KMQ6;Q05BV5;Q6PK21;Q4VXW4;Q4VXW3,OGFR,-0.74212511385783,0.0906267
P53602;H3BP35;Q59G80;H3BQ47;Q6XYE3;H3BVC4;H3BRZ1,MVD,-0.62147939542526,0.161872
G3V1L9;A9CQZ8;Q07157;B4DZK4;H0YKB1;Q9H317;H0Y3R8;H0YLT6,TJP1,-0.72594179882242,0.120037
O95758,PTBP3,-0.61443135562208,0.162864
O60888;C9IZG4;C9IZQ5,CUTA,-0.51120226522591,0.18422
P49454,CENPF,-0.66093291744443,0.152468
J3KP14;Q5THJ4;H3BLS7;B1AJZ2;B4DJ16;F5GX56;B7Z9D3;F5GZY2,VPS13D,-0.65191546899088,0.168625
Q5T0Z6;Q9C010,PKIB,-0.70029377860209,0.110817
Q4LE38;O95163;Q8N516;B4E3I9;B3KXE7;F5H2T0;Q68DI5;B3KNB2;B3KMT0;B3KVS1;H0YDF3,IKBKAP,-0.74062864334503,0.0912684
O14929;F8W9G7;F8WEW1,HAT1,-0.8836638226193,0.0173203
Q9H9T3;B4DKA4;B4DIG1;B4DPB7;B4DE19;B4DXV1;E5RG26,ELP3,1.42208893444004,0.000878685
O60869,EDF1,-0.93088815726403,0.0332689
A4D0Z3;P84085;C9J1Z8;B4DLJ3;F8WDB3;F5H6T5;F5H1V1,ARF3;ARF4;ARF5,-0.62639754242452,0.157911
Q6PL18,ATAD2,-1.10144397484559,0.0116073
Q8NBJ5;Q9H6F1;Q8WUI9;B3KQ10;Q6IPW8;M0QX72;M0QYH0,COLGALT1,-0.55284462456663,0.148358
A4D1K0;Q16864,ATP6V1F,-0.58745548086513,0.17825
D6W625;Q13111;K7EPA1;K7EJF1,CHAF1A,-0.86461736062048,0.0750741
A8K6G9;Q92620;B4DET0;B4DVG8;H3BQT9;B4DM30;J3KRT1;H3BV01;B4DN69,DHX38,-0.51147963723778,0.189977
J3KPP4;O95232;A8K3C5;Q86Y74;B4DJ96;Q6PKC2;D6RDI2;H0YA81;C9JL41;H7C5U7;REV__P23246;REV__Q86VG2;REV__Q9BSV4;REV__Q9NUQ3;REV__A8K525;REV__Q15233;REV__H7C367;REV__H0Y9K7;H0YAR4;H0YBV7;U3KQT3;D6RHH0,LUC7L3,-0.86780987141846,0.0385625
O75525,KHDRBS3,0.98052632848578,0.0967226
D7RF68;Q6RW13;A8K1X7,AGTRAP,0.60287047462413,0.013147
P21964;B8XPJ8;B8XPJ7;E7EMS6;E7EUU8;Q9BWC7;H7BZ45;F8WBW9;A3F6Y9;F2WW53;F2WW55,COMT,-0.57603874541352,0.152179
Q9NYV4;J3QSD7;H0YLT2,CDK12,-0.73595405022036,0.0496784
D3DUK1;B2RBL9;P56945;Q6P5Z4;B3KW85;F5H855;Q8NC57;B3KWE2;Q96CD4;B3KWS6;H3BN62;H3BSB2;H3BQJ7;H3BSY4;H3BVF0,BCAR1,-0.61014771014153,0.165887
E9JWI2;B2Y9D8;B7TCT8;F5BAC9;H9LPH4;L7XEH5;Q2HKI7;Q957U9;A0S1I7;C3UPN2;C7SJD6;A0S183;A0SCP2;A1DSF3;A1DTC8;A1DTW0;A3RMP9;A4ZL80;A4ZLB9;A6NAM9;A6YTK8;A6YU66;A6YV28;A6YV54;A6YYA4;A6YYY8;A6YZK9;A6Z0P9;A6Z1V1;A6Z5Z1;A6Z6C1;A6Z6U0;A6ZA20;A6ZEY2;A6ZFK2;A6ZG99;A6ZGQ2;A7LEL7;A7XSQ0;A8JLF0;B1NTV9;B1NUB5;B1NUS1;B1NVJ4;B1PI08;B1W8A6;B2XEY0;B2XH81;B2XHY2;B2XI93;B2XLA7;B2XM03;B2XNF6;B2XPY6;B3DD95;B3DEC2;B3GSQ2;B4F437;B5M7Y6;B7TD03;B8RC45;B8RFT7;B8X558;B8X5M7;C5MMW9;C7BWV0;C7SDQ5;C7SJV5;C7SK85;C8XZE6;C8Y0X9;C8Y359;C8Y372;C8Y5L7;C9D6C5;D0UTR9;D0UTT2;D2K1K1;D3YSB9;D4IH19;D6N4H5;D6R536;D6R6E1;D7P9P7;D7PAR1;D9MZ72;D9MZK8;D9MZZ6;E2CZ38;E2FPB2;E2FQV8;E5E0B7;E5E140;E5E1D1;E5E1I3;E5E1J6;E5E1V0;E5E1W3;E5E215;E7E3Z6;E7E4V8;E9K944;F1AK66;F1B7C4;F1CIE4;F1CIP8;F2WEA4;F2WEK8;F2WG54;F2WHQ0;F2WI82;F2WIN8;F2WJ44;G3C9Y3;G3C9Z6;G3CA48;G3EBF7;G5D810;G5D823;G5D862;G5D8B4;G5D8E0;G5D8K5;G5D8N1;G5D8R7;G9LC85;G9LH64;G9LIE3;G9LKL0;G9LMG0;G9LML2;H9E778;H9E791;H9E7A4;H9E7E3;H9E7F6;H9E7G9;H9E7I2;H9E7M1;H9E7T2;H9LJV9;H9LNZ7;H9LP88;H9MKW5;H9MP07;H9MVI2;H9NNI9;H9NQR9;H9NZW7;H9P3H8;H9PJE2;H9PJX4;H9PU09;H9Q1L1;H9QDP9;H9QFG0;H9QMQ8;H9QP91;H9R6C1;H9R9Z5;H9REE2;H9RI29;H9RLZ4;H9RQ17;H9RVW4;H9S1H1;H9S8N6;H9SAN8;H9SH37;H9SMX8;H9SVK6;H9T3W8;H9T635;H9TVE6;I3PXU2;I3Q8N8;I3Q9N9;I6TIT6;L7P4C8;L7XGI1;L7XIT0;L7XJZ7;L7XKH8;L7XNU8;L7XQA3;L7XRA8;L7XRG2;L7XWN7;L7XYA7;L7Y0W9;P00395;Q09U94;Q0VXC9;Q0Z7D9;Q0Z7J1;Q0Z7K4;Q0Z7N0;Q0Z7S1;Q0Z7V8;Q0ZEM3;Q15HF4;Q15IJ2;Q2HKD5;Q2HKZ3;Q2HL32;Q305I4;Q305V1;Q4EWN6;Q4EZA9;Q4F198;Q4F1M8;Q4F260;Q4F2G4;Q4F387;Q4F563;Q4F5X3;Q4G7F8;Q4G7P9;Q4G9M5;Q4GAL3;Q4GGC8;Q4GIJ5;Q4GR21;Q4GTJ2;Q4GUT4;Q4GV90;Q4GVU8;Q4VFI9;Q4ZF72;Q5S9T0;Q5XRR7;Q5XS99;Q5XT74;Q6RKZ7;Q6RMP2;Q6RN73;Q6RNG4;Q6RRI3;Q6VHV2;Q6VLK7;Q7GXY8;Q7Y6V6;Q7Y7K9;Q7YCE3;Q7YCF0;Q85L11;Q8WCW6;Q8WCY5;Q9B1J9;Q9B2U9;Q9B2V2;Q9B2V6;R4I9P2;R4IA65;R4IBW8;R9Y1Y2;R9Y251;R9Y3X2;R9Y438;R9Y445;R9Y4H6;R9Y5G0;R9Y634;R9Y6E5;R9Y9G2;R9Y9M1;T1Q4Y6;T1Q7E3;T2HKF7;T2HM13;C8YAE4;Q4R1L4;Q8HBX8;Q8HNQ2;Q8HNQ3;Q8HNR3,MT-CO1,1.83290844944746,0.00026746
B3KX14;Q15014;Q53EY5;B3KWX6;Q5JXX3;Q5JXX2;Q5JXX1;B4DXQ8;Q5JXX6,MORF4L2,0.87496083100786,0.142497
Q8N4V1,MMGT1,-0.79044671021023,0.11062
E7EVA0;E9PGM5;Q86Y04;B5MEG9,MAP4,-0.56990182559612,0.157229
Q5T9B7;P00568;Q53EY8;Q6FGX9;H0Y4J6;H0YID2,AK1,-0.64758020605651,0.101758
B3KM68;Q9Y6E2;E7ETZ4;B7Z4K8;B5MCH7;Q75MG1;B5MCE7;E7EMS9;Q05D83;Q96JW5;F8WDX8;C9JF98;E9PFD4;B7Z6N5,BZW2,-0.66555546238242,0.12882
A8K7D9;P52292;Q6NVW7;Q7Z726;J3KS65;J3QLL0;J3QL07,KPNA2,-0.92636919814069,0.0258647
P40855;Q5QNY5;B7Z6I5;H0YJ60;H0YDY4;B7Z8B3;E9PS71,PEX19,-0.66580241463241,0.156319
B3KW79;Q9H3G5;O75225;C9JLV0;Q9NZ90;C9JI22;C9J6L4,CPVL,3.1808629655078,5.12291e-6
Q96MG7,NDNL2,-0.78245838233641,0.132968
B2RB57;B3KQM6;O95352;B4DQK1;C9JFF4;C9J415;C9JE55;C9JKA3;C9JNU2;F8WDY9;C9JGL2,ATG7,-0.68188323077247,0.119377
P49366;Q5J8M5;M0R264;B4E3M2;M0R1T2;M0QX43;M0R253;M0R0V2;B4DU50;M0R1T4;M0QYZ7;M0R0J4,DHPS,-0.64198198975441,0.105209
J3KR35;Q8WUD4,CCDC12,-0.75303759525513,0.116795
Q6IC75;Q9UJY5;B3KTE2;B0QYR6,GGA1,-0.76396715541338,0.112009
Q09328;Q53SV8;Q53SM9,MGAT5,1.79482989297352,0.00442317
H9KV28;O60610;Q6URC4;E9PEZ3;E7ET75;E9PHQ0;B9ZVX0;A0RZB8;E7ERW8;E7EMV0;B4DVR3;Q96IL1;Q7KZJ7;A0RZB7;B4E2I7;Q6UUU0,DIAPH1,-0.60973192220254,0.126479
B3KU14;H3BPL9;H3BUB6;H3BN93;H3BV04,SCAMP2,1.077564092536,0.0657866
A8JZZ5;O96017;H0Y820;B7ZBF6;C9JFD7;H0Y4V6,CHEK2,-0.59884539221785,0.129098
Q6FG99;P05386;Q6ICQ4;Q7Z612,RPLP1,-0.61431219356363,0.12325
O75694;B4DLT2;E9PF10;B3KMK3;D6RA13,NUP155,-0.52261847454213,0.173808
Q8TBN0;E9PK89,RAB3IL1,-0.67484522429968,0.0895286
P35249;C9JZI1;B4DM41;C9J8M3;C9JTT7;C9JXZ7;H7C1P0;F8WE44;C9JGY5;C9JW34,RFC4,-0.55610262865841,0.14576
Q92733;Q96FT4;A6NG79;H0Y679;H0YE12,PRCC,-0.69140476445288,0.0823423
Q9HB71;Q6NVY0;B4DFD3;B2ZWH1,CACYBP,-0.69985118562015,0.0741356
Q99755;A6PW57;O60331;B4DVZ9;O14986;B4DIG7;Q7KYT4;B4DY52;A2A5X0;A6PW58,PIP5K1A;PIP5K1B;PIP5K1C,-0.66975941045398,0.169402
P55212;D6RHU3;D6RBM3,CASP6,-0.75862371217503,0.0838052
B3KR97;Q5SW96;Q9H7R8,LDLRAP1,1.04841134896306,0.102091
Q96DF8;F8WEF8,DGCR14,1.44464107282847,0.0545379
Q53F37;Q9Y6B6;D6RD69;Q9H029;D6R9R5;D6RDB2;D6RAA2,SAR1B,-0.50550023408112,0.189596
O15264;Q5R3E4;Q6FHR4;B5BTY5;Q53GK9;Q5U4A5;P53778;Q6IC53;Q6N076;B5MDL5;Q59F75;Q5R3E6,MAPK12;MAPK13,-0.65914949659089,0.0967819
A8K8D2;Q71F23;Q09GN2;A5D8X7;Q09GN1;D6R9S4,CENPU,-0.82684831774473,0.087576
Q9BXB4;Q9GZM0,OSBPL11,-0.53745467146253,0.160872
A7E2W2;A8K0L6;Q13615;G5E953;Q9UPM2;C9JLU3,MTMR3,1.04232047837866,0.075926
Q8TBB5;Q9H863;H3BQ90;H3BQL0;H3BP99;H3BQH3;B3KUG0;H3BV82,KLHDC4,-0.66314989066731,0.16215
P18583;J3QSZ5;Q6ZRV7;D3DSF7;A0JLP4;Q3SWV4,SON,-0.74030352896824,0.112409
Q14498;B4DRA0;B4E1M7;Q68DD9;B3KWX7;B4DLM0;E1P5S2;Q6N037;Q6MZY7;Q7Z3L0;B7Z4L7;G3XAC6;H0Y4X3;Q5QP23;Q5QP21;Q5QP22;A8MYG5;F2Z2Z5;F2Z3E6;F8WF24,RBM39,-0.62483631397519,0.159196
Q5H9N4;P06493;I6L9I5;E5RIU6;B7Z3D6,CDK1,-0.85895917103266,0.0631473
Q00796;H0YLA4;H0YKB3;B7Z3A6,SORD,-0.70377602755531,0.104656
Q5T8D3;B7Z2R7;Q8NCM9;B7Z9D0;B7Z2A7;Q5T8E0,ACBD5,-0.63913039318618,0.143844
O75348;O95670;F2Z307,ATP6V1G1;ATP6V1G2;ATP6V1G2-DDX39B,-0.54164082634352,0.157443
Q12770;B7Z6H0;F8W921;A8K619,SCAP,4.30523283562259,1.04113e-23
Q96BH1,RNF25,-0.86610631988073,0.102434
Q8TAG9;E7EW84;B4DEZ1;A5YP36;B7Z6G5;F2Z2Q3;B3KXY5;B2RDH5;Q9NTA6;F2Z3K0;Q9NUN4;B1AP46,EXOC6,-0.82954320113937,0.0954834
Q9UNX3;E5RIT6;E5RHH1,RPL26L1,-0.52990511170797,0.175647
Q6P1Q9;Q96IZ6;B4DSX4;H7C4Z8,METTL2A;METTL2B,-1.33813128585005,0.017745
P52294;Q5BKZ2;C9JYI4;B3KWR2;B3KXZ2;C9J4U1;F2Z3G4;C9JWD9;C9J352;H0Y3K0,KPNA1;KPNA5,-0.61878752041023,0.190069
P07814;Q3KQZ8;B4DKX5;H6WCP5;B4DP50,EPRS,-0.53677697864138,0.186866
Q9Y448,KNSTRN,-0.66007168039973,0.189793
Q15648;B2RAG9;B4DSK7;J3QKZ7;J3KSD7,MED1,-0.65246594087325,0.165372
Q9BVG4;A6NDF3;Q9P0N4,PBDC1,-0.66821241697446,0.0765189
E9PRY8;B2RAR6;D3DWK1;P29692;E9PQZ1;E9PK01;Q9H7G6;Q71RH4;E9PI39;E9PQ49;E9PL12;E9PPR1;H0YCK7;E9PIZ1;E9PMW7;E9PK72;E9PKK3;E9PJD0;E9PNW6,EEF1D,-0.64758020605651,0.101758
P17844;B5BUE6;J3KTA4;B4DN41;B4DLW8;B4DNG2;Q59E92;Q7Z2V5;J3QRQ7;J3KRZ1;J3QSF1;J3KRX8;C1IK54;J3QR02;J3QRN5;J3QR62;J3QLG9;J3QKN9;J3QS79,DDX5,-0.73744567724139,0.0583728
E9PAV3;B2R4P8;Q13765;H0YHX9;F8VZJ2;F8W0W4;B4DDI8;F8VNW4;F8W1N5;F8VZ58,NACA,-0.59302177993731,0.138757
P08047;G5E9M8;E4Z9M7;H3BVI2;H3BUU5;Q9NR52,SP1,-0.72298374243149,0.130668
Q8IX04;B4DIA9;B7ZA76;B4DWH4,UEVLD,-0.74740768641733,0.119293
Q9NPF5;B4DQG8;Q5TG40;Q5TG39;Q5TG38;B4DU03;B4DTU6;B4DEF2;B4DTH3;Q5TG37;Q5TG36,DMAP1,-0.61610065871939,0.11907
Q8N543;H3BUQ2;B4E360;H3BR79;H3BUA6;H3BR02,OGFOD1,-1.10161100176802,0.0302789
O43633;M0R1L7;M0R1T5;M0QXX8,CHMP2A,-0.67969964470269,0.141396
A4D1C5;Q05209;E9PBR5;B4E105;H0YC15;H3BM04;F8WB51;C9J1X8,PTPN12,0.62794422417842,0.12828
B2RBY4;P49642;Q53F98;F8VNY2;H0YIP2,PRIM1,-0.69134191698534,0.134879
P11441;Q5HY81;B4DDK5;F8WB70,UBL4A,-0.50318158697746,0.191797
O14745;B2R6A3;B3KY21;J3QRP6;B3KSV9;J3QRA3,SLC9A3R1,-0.65338386101676,0.0983398
Q9UKS6;B4DUI2;D3DQR0;E9PIY1;B4DV80;E9PNM9;E9PJ75;H0YDM6;E9PJ33,PACSIN3,-0.59919909508586,0.169957
A8K9X0;Q96EC8;B1AV70,YIPF6,-0.6263374639253,0.113449
H3BM74;H3BM14;Q9Y5A7;F8WDB6;C9JRT6;H7C5N1,NUB1,-0.6189668225677,0.188765
Q676U5;Q17RG0;Q53SV2;E7EVC7;A5YM60;B7ZLM5;Q9H7M5;Q9NWG8;C9J1B2;C9JAY7;C9J8C6;D9N2U2,ATG16L1,-0.63441035990044,0.169181
Q9BTC8;E7EV10;E7EQY4;E9PCS8;D6W5A2;Q53RX8;E9PF88;Q53SC0;H0YIT0;H7C3F3,MTA1;MTA3,-0.63229740517894,0.180419
E5RJD8;O75347;Q6FGD7;E5RIW3;E5RHG6;B4DT30;E5RIX8,TBCA,-0.62399635177179,0.159842
Q15785;B4DXU3;Q6ZPD0,TOMM34,-0.70371263885867,0.104714
P35250;B5BUD2;Q75MT5;H7C5P4;H7C596;H7C5G4;H7C5A0;F8WC37;H7C5Q7;H7C5P1;H7C5S7,RFC2,-0.67230007630298,0.074614
P55010;Q6IBU0;H0YN40;Q05DF3;Q32Q19;H0YLZ1;H0YM54;H0YMJ8;B4DEN3;H0YK11;H0YK29,EIF5,-0.58985514456272,0.189237
Q5T5H1;C9JUF4;A6NMQ3;O43768;H3BTD3,ARPP19;ENSA,-0.65497630741335,0.0829228
Q9HBL8;I3L1Y8;I3L3Z0;I3L3I6;I3L543,NMRAL1,1.66363877167796,0.00350412
B4DLH4;Q9H910;A6NGP5;H3BU16;H3BMV3;B4DL85;H3BTV5;H3BMT0;B4E1P3;H3BMM8,HN1L,-0.69052514894909,0.140512
H0YLI7;Q6PK37;P59780,AP3S2,-0.89969393243825,0.0725003
P55884;A4D210;B4DV79;B4DXN6;Q96G38;Q86UM1;C9JZG1;Q59FS8;C9JQN7,EIF3B,-0.61651828646608,0.121729
Q9NVN8;Q05DU1,GNL3L,-0.54328466504506,0.16573
H0UI66;O75362;A8K2T5,ZNF217,-0.66117907963261,0.0957853
P49643;A8K7A0;U3KQB9;H9XFA6,PRIM2,-0.66278015846618,0.15132
P08243;F8WEJ5,ASNS,2.57921698281013,2.71791e-7
Q86YP4;B4DKZ7;B4E0Q6;F5H7D9;C9JJK9;C9JHD7;C9JGN4;C9JMI3;C9JVY3,GATAD2A,-0.62717879066937,0.194988
Q4LE36;P53396;B4E3P0;Q8N9C4;K7EIE7;K7ESG8,ACLY,-0.56453896238291,0.161804
Q96FX7;H0Y2Q1;Q96B39,TRMT61A,-0.67478309406816,0.124673
Q9HAU5,UPF2,1.97431964864496,0.00248244
E7EQZ4;Q16637;B4DP61;I3QJX9;I2E4T1;I2E4S7;I6T6Y4;I2E4T3;I3QJX8;I2E4T2;I2E4S9;H0YBZ9;Q9UNT8,SMN1;SMN2,-0.6880149129147,0.117341
K7ERV3;B5BU32;P04183;B5BUF9;K7ERJ1;K7ES52;K7ENW5,TK1,-1.26934531203988,0.00408163
Q8N8R3;A3KMR5;G3V5F4,SLC25A29,0.81514548478318,0.175041
Q9ULJ6;D4YW76;A0JLS3;Q9H7J0,ZMIZ1,-0.68257018381663,0.178187
B2R6Z3,AURKA,-0.58185232130455,0.00378822
P43487;Q53EY3;D3DX26;C9JXG8;C9JGV6;H7C137;B4DE76;B7Z6U1;B3KUP2;C9JJ34;C9JDM3;C9JIC6,RANBP1,-0.71849395741531,0.0963772
P56211;H3BMD8;H3BQ52,ARPP19,-0.5637909004021,0.151381
Q9NXE8;B4DJK2;B4DZL1;B7Z9W2;J3QLP6,CWC25,-0.60830727260597,0.167165
P26358;F5GX68;Q59FP7;K7EJL0;K7EMU8;K7EIZ6,DNMT1,-0.71376275738406,0.0989652
O60841;Q8N5A0;D3DVI5;B3KM86;Q05CQ1;A0JLR8,EIF5B,-0.74603627215664,0.0823013
Q01581;Q8N995;Q5XJ04;D6RIW1,HMGCS1,-0.85058345730787,0.0266762
P40938;Q5U0C2;Q53HK8;B4DKE6,RFC3,-0.63036826522711,0.151979
Q4LE58;B2RU06;B2RU10;Q04637;B4DGF1;B4DSI9;E7EUU4;E9PGM1;E7EX73;Q96I65;C9JF13;C9J6B6;C9K073;C9J2Z7;H7C044;H7C0V6;C9JWW9;O95065;C9JSU8;C9JHW9;C9J556;C9JWH7;F8WCF2,EIF4G1,-0.6107419008587,0.125772
Q68DB7;Q6I9T1;Q99717;F5GWU7;D6RBB4;D6RIZ9;D6R9D4,SMAD5,-0.85065363924746,0.107595
Q6PJT7,ZC3H14,-0.51681554730895,0.179049
P11274;Q12843;Q12844;B4E065;E7E8T7;H0Y554;Q6QME9;A9YD18;Q6QJE4;B0ZRR0;Q6QJE9,BCR,2.73172144499336,1.25973e-5
Q9UK61,FAM208A,1.57915185720168,0.00171264
O95238,SPDEF,-0.69770337756121,0.1707
A8KAK5;O60244;H7C3E5,MED14,1.23951492624163,0.107174
B7Z955;Q5VX20;Q16875;Q5VX18;Q5W015;B7Z8A0;F2Z2I2,PFKFB3,1.7550273161421,0.0166664
O60344,ECE2,-0.70510783396057,0.167117
Q9BW72,HIGD2A,-0.62784017747583,0.153709
Q6IPJ9;O00515;E9PDI4;Q63HQ8;H0Y901,LAD1,-0.6300670699942,0.0961815
Q5MNZ6;B4DMI6;I3L3A5,WDR45B,0.98028962061122,0.127442
O60231;Q5SQH4;B4DZ28;A2AB15;Q6PKC8,DHX16,-0.61389520385095,0.12031
B3KM47;Q9Y6Y8;F5H0L8;B4DWG1;H7C0V8;B3KN10;H7C4C4,SEC23IP,0.66839731243446,0.125887
Q9H944;B7ZBQ3;B4DE08;A6PVP4;B7ZBQ1,MED20,2.06482056467107,3.77504e-5
Q2Q9H2;Q2Q9B7,G6PD,1.78785870860948,0.00163998
P18085;C9JAK5;C9JPM4;U3KQF2,ARF4,0.5830282187308,0.15595
Q14181;B4DNB4;B3KSX6;H0YDR7;E9PIQ6,POLA2,-0.77584617155116,0.0768167
Q9BRP8,WIBG,-0.58208535232442,0.126488
A8KAM9;Q9UNP9;E9PEQ6;B4E3F2;B3KSZ1;E9PKY5;E9PK21,PPIE,0.90349544598852,0.0692681
Q6FI81;H3BV90;H3BT65;B4DHB9;H3BUG4;H3BPG7;H3BQ23;H3BTZ8,CIAPIN1,-0.63561915347002,0.0931157
Q9H0W8;M0QZC7;M0R2N0;M0QYR7;M0QX70;M0QZH1;M0R0U0,SMG9,-0.52116555304725,0.175063
O60583;B4DH21;F2Z2C9;F8WDY7,CCNT2,0.96591598115218,0.155609
