Protein IDs,Symbols,log2FC,adj.pvalue
B4DW13;Q6YP21,CCBL2,0.65182193037025,0.0857021
Q549N0;Q9Y281,CFL2,1.52527507454654,0.00246273
P11182;B4E1Q7;Q5VVL7,DBT,0.7317097266739,0.0789289
Q12955;Q13484;Q59G01;Q8NAK2;B3KW60;H0Y951;D6RHY3;Q01484;I6L894;E9PHW9;B7Z636;D6RHE1;B1AQT1;B7Z651;H0Y9E9;B7Z2H4;E9PCH6;H0Y931;Q7Z344;B7Z678;D6R9U4,ANK2;ANK3,0.77021347848051,0.0416119
P06576;Q0QEN7;F8VPV9;H0YH81;F8W079;H0YI37;F8VQY0,ATP5B,0.80129863550261,0.0273845
O95425;M1J557;F5H2Q5;B4DXQ4;F5GXV0;B4DZ11;Q63HL8;Q569J5,SVIL,0.86572121545017,0.0815668
O75223;M0QZK8;B3KMN7;B8ZZK2;H7BZK5,GGCT,0.64080637511547,0.0823978
A8K401;P35232;Q6FHP5;Q53FV0;Q6PUJ7;C9JW96;E9PCW0;E7ESE2;C9JZ20;B4DY47;D6RBK0;Q9BSE8,PHB,0.79229268361312,0.0290116
M0QXB5;O95571;B2RCZ7;M0QY80;M0QX80,ETHE1,0.90289195155572,0.0193604
A8K718;Q9H0W9;E9PQS1;E9PJU8;E9PPB5;E9PIP1;E9PLB3;E9PLC5;E9PSC3;E9PR95,C11orf54,1.2797759232939,0.0269351
P30049,ATP5D,0.73334936597337,0.0548891
A8K5S1;Q9UDY8,MALT1,1.20145279101865,0.0726383
Q59ED5;B3KQJ7;O43657;B4DUZ1;B4DRB0,TSPAN6,1.02632077242643,0.129479
Q6ZT73;A8KA62;H0Y3A4;B1AQT0;H0YA66;H0YAH5;D6RFK6;H0Y8Z4;D6RF31;D6RBY7,ANK3,0.65637263250494,0.0416119
Q9Y4G6;G1UI21;H0YMT1,TLN2,1.09741691516632,0.060606
P04406;Q2TSD0;E7EUT5;Q0QET7;B4DRV9;A4UCT1;Q5ZEY3;O14556,GAPDH;GAPDHS,0.75172582097291,0.0374259
P46939;A8K8Z1;Q5T097;Q6LBS5;H0Y337,UTRN,0.7894583113048,0.120697
P46063;F8WD97;F8WA66;F5H2L2;F5H3W0;F5H4P4,RECQL,0.77642979287433,0.117704
B4DI41;K7ESN0;A8K654;Q9UIS9;K7ELI2;B4DUR3;K7EQZ4;K7EPZ6;Q59EP6;K7EMA9;K7EN65,MBD1,1.22136904003696,0.0353047
Q04760,GLO1,0.73858372421794,0.0405503
Q8N5D0;Q9H8E2;H0YEI6,WDTC1,2.1357900627609,0.00295523
Q8TA92;Q9Y4W6;D3DUJ0;K7EP56,AFG3L2,0.8501099670572,0.026223
P61916;Q53HV6;G3V3D1;B4DV10;E7EMS2;G3V3E8;H0YIZ1;B2R4S5;J3KMY5;B4DQV7;G3V2V8,NPC2,0.85723865569527,0.0260357
P09104;Q6FHV6;A8K3B0;F5H0C8;B7Z2X9;F5H1C3;U3KQP4,ENO2,0.7827099308107,0.114799
P36871;B4DFP1;B7Z6C2;B4DDQ8;Q9H1D2,PGM1,0.7230355472971,0.0972679
D9YZV4;P09493;H0YL52;H0YNC7;C9IZA2;H0YKP3;H0YL80;H0YKZ6;H0YLS7,TPM1,0.86155043008721,0.00231394
Q7L775,EPM2AIP1,0.87953738870497,0.0429365
P21333;Q5HY54;F8WE98,FLNA,1.34100414341744,0.00785652
Q92747;Q59GQ0;Q53GB6;B4DLQ7;E9PF58;Q75MY0;F8WFD3,ARPC1A,0.71274245465575,0.0569261
F5H126;F5H1N2;F5H6C1;F5GZC2;O43581;F5GX00;F5H8G7,SYT7,1.42083936970902,0.0251399
P36957;Q6IBS5;B7Z5W8;Q86SW4;Q86TQ8;Q86TW7;B7Z6J1;Q6LEQ7;G3V3F0;G3V5M3;H0YJF9,DLST,0.7698026688225,0.0417049
E9PNP3;Q9H7C9;E9PR47;E9PIQ4;K4DI89;E9PLK9;E9PJP1,AAMDC,0.97730772264555,0.0979127
O75629;B3KQR3,CREG1,1.56211866004224,0.000293407
Q15181;Q5SQT6,PPA1,0.55815919810889,0.11098
Q9H0P0;B9A035,NT5C3A,1.0125936066401,0.0195083
O95470;H7BXL7;H0Y3V8,SGPL1,0.89169201491295,0.0400856
O75569;B4DJC7;G5E9Q4;C9JMM3;F8WEG8,PRKRA,0.77404207149085,0.0433578
Q8TCD5;J3KRC4;J3KSX6;J3QQX8,NT5C,0.91262107578842,0.181831
B7Z6H3;B3KQQ0;O95302;B7Z1U8;B7Z230;B7Z1G9;C9J4P8;B7Z994;B7ZAH5;A7YQ73;Q75LS8,FKBP9;FKBP9P1,1.03732301243926,0.0166907
D3YTI2,ACP1,0.9757847760991,0.151071
P25705;K7ENP3;B4DY56;K7EK77;K7ERX7;B4DGW3;K7ENJ4;K7EJP1;K7EQH4;K7ESA0,ATP5A1,0.880108438976,0.0161976
O95671;B3KM43;B4DRF1;B4DN81;E7ER97,ASMTL,1.00601989570464,0.0203282
O00194;K7ES41;K7EJ38,RAB27B,1.41923951013323,0.00101339
Q96GQ5;H3BSM7;H3BR29;B4E381;B4DKB6;H3BS97;H3BTA0;B4DJP2,C16orf58,0.94720533360143,0.109689
Q04323;E9PRQ7;E9PJ81;B4E0P8;B4DNC6;Q05BV2;E9PS08;B4DU88,UBXN1,0.77449718034033,0.0637031
P17174;Q2TU84;B7Z7E9;B7Z1I2,GOT1,0.86862295009835,0.0175265
Q8N2U0;K7ERE1;K7ENI6,TMEM256,0.82673381297452,0.16834
Q9UHL4;Q59EM4;R4GNE8;B4DPD6;R4GMR2;R4GN05;R4GMV4;R4GMU5,DPP7,0.90605229244904,0.0369289
Q9NRF8;Q9H6Q0;H0Y5S6,CTPS2,0.79886227304214,0.035377
P30038;Q5TF55,ALDH4A1,0.90051714436781,0.014057
Q9Y6Y0;B3KM71;A8MVR0;B3KMY8,IVNS1ABP,1.11952810088923,0.153071
Q8TB22;A8K6Z0;B3KS41;Q9H6R1;B3KWT9;B4DZC5;H0Y9M1;H0Y9W3;Q659D4,SPATA20,0.89144027228485,0.0208813
A0AVG7;B4DHY3;B4DFL4;B4DFK2,BCAS1,1.23775018162042,0.00154853
E9PIE4,MTCH2,1.12717428102276,0.011787
P78406;E9PQ57;E9PPG9;B0QZ36;B0QZ37,RAE1,0.72140774237372,0.0543449
P27144;D3DQ64;K4Q5R3,AK4,0.9521019434649,0.0138937
C9JME2;Q9Y4F1;M0QXT1;M0QYB0;H0Y783;M0R262,FARP1,0.87143376921006,0.0796061
Q9NQR4;H7C579;B4DFB1;B7Z3F9;F8WF70,NIT2,0.84057890002084,0.0277476
P23434;Q53XL7;Q6IAT2;Q6QN92;H3BNV1,GCSH,0.80044972851693,0.0658713
Q08AF3;B4E0B1;B4E128;Q7Z7L1;K7EJJ3,SLFN11;SLFN5,0.87699664919233,0.0368599
Q7RTP6,MICAL3,2.19758906247392,0.000465117
P09455;H0YAK8,RBP1,0.89734464162509,0.0770434
O14786;E9PEP6;Q6X907;Q59F20;Q5JWQ6;A8K9V7;Q5T7F0;Q9H2E1;E7EX60;Q71SW6;Q5T7F1;Q96I90;Q6AWA9;Q5JWQ4;H0Y4A0;Q5JWQ2,NRP1,1.49756290175028,0.0180836
F8W6L6;B2RWP9;P35580;D3DTS1;Q9BWG0;E7ERA5;G1UI33;A5XEH4;Q9UE82;Q9UMG3,MYH10,0.98251708219337,0.0199549
Q9H479;B4DH12;B3KNR9,FN3K,1.97590350503117,0.00168811
Q7Z6K5;H0YL85;H0YMK0;H0YL03;H0YMP5,ARPIN;C15orf38-AP3S2,1.36442619457169,0.0717456
Q10471;G3V1S6;B7Z6K2;B7Z8V8;B7Z462,GALNT2,1.16435747852927,0.0195787
P52758;H0YB34;H0YBX3,HRSP12,0.88403621080161,0.0418656
Q8NCN5;A8MT40;B4DZL5;H3BQG3;Q9NWE6;B3KU99;B7ZAR9;B3KSE1,PDPR,1.05070525129555,0.0349679
Q9Y6C9;Q53G34;B4DHQ0;F5H3Y2,MTCH2,0.9774065597143,0.011787
Q15796;Q53XR6;B7Z5N5;P84022;Q59F45;K7EJX0;H3BVD1;O15198;H3BP09;H0YL71;H0YMP2;H3BQ00,SMAD2;SMAD3;SMAD9,1.00665924649768,0.0432354
O96011;B3KSS3,PEX11B,0.99487302878701,0.0915095
Q9UFN0;B4DW81,NIPSNAP3A,1.12214093390471,0.0264828
P10620;Q6LET6;F5H6X2;F5H7F6,MGST1,0.75802213327047,0.0445313
P33527;I3L4X2;Q68CP7;Q9UQ98;Q9BV39;G0ZCM5;G0ZCM6,ABCC1,1.15153793427663,0.071523
Q9BX68;Q8WYJ5;Q53HJ8,HINT2,0.94200846727586,0.0148893
Q13162;H7C3T4;A6NJJ0;A6NG45,PRDX4,1.13009342018563,0.00406597
Q9H061;E9PI90;E9PIH8,TMEM126A,1.57275524381779,0.0129202
J3QTA2;Q99933;C9JYK5;F1LLU6,BAG1,1.53926886867385,0.0150329
E5KSU5;E5KSX8;Q00059;Q6LES8;H7BYN3,TFAM,0.92407060622489,0.0168088
P35914;B1AK13;H0Y2L7;Q8TB92;B7Z212;B7Z4D4;Q9NT06;G5E9S9,HMGCL;HMGCLL1,0.97906601083985,0.0239887
Q8NE86;S4R468;B4DWD0,MCU,0.92812611485969,0.0672664
Q96JJ7;Q3B7X1;B4DIE3;H3BPB3;F5H4F7;H3BVI1;H3BT89,TMX3,0.76016077127821,0.135416
P00918;E5RK37;E5RID5,CA2,0.85906361562305,0.0838859
O43520;K7ERI0,ATP8B1,1.186875952338,0.062942
Q6ZNC8,MBOAT1,2.24515749743527,0.000546682
Q9NWS8;Q5SZ82;Q9H5X7,RMND1,1.29817190204746,0.0413251
D2Y6K2;D3YPP9;D3YPQ0;D3YPQ1;D3YPQ2;D3YPQ3;P10275;Q9UN21;D2KF13;F5GZG9;Q13771;C0JKD6;D5M8Q2;C0JKD4;C0JKD5;C0JKD3;E7EVX6;C0JKD7;E9PEG3;G4VV16;Q9BZG7;Q9BZG6;Q9NUA2;Q9BZG5,AR,2.5366553506869,0.000341944
Q05DB4;Q9Y5Z4;Q5THN1;C9IZA0,HEBP2,0.82807170307237,0.056898
Q13423;Q2TB59;E9PCX7;D6RAI5;D6RHU2;B4DMN9;B4DS88;Q8N5H5;D6RCR6,NNT,0.90657142303869,0.018892
A8K4C1;Q9NXU5;R4GN67,ARL15,1.44349675784411,0.0547482
J3KPX7;Q99623;F5GY37;F5GWA7;B4DW05;F5H3X6;F5H0C5;U3KPZ5;F5H2D2;Q9BXV3,PHB2,0.93371954558714,0.0111039
P36405,ARL3,0.67338426650444,0.187184
Q6P1N1;B4DYX8;Q9P0J1;B3KPZ7;E5RIV4;E5RI96;E5RIE5,PDP1,1.27518426361962,0.0275257
B3KXY9;E7ENR4;Q59FD4;A8K7J7;P19367;B4DG62;B3KRA9;B1AR63;B1AR61;B1AR62,HK1,0.99717559663078,0.00694813
Q14571,ITPR2,1.12553412534512,0.0941117
D3DR22;Q53GQ0;B4DWS6;B3KQJ0;E9PI21;Q96EA9,HSD17B12,0.76045946828326,0.046932
Q8WVY7,UBLCP1,0.90675826433156,0.036781
E9PF82;E9PBG7;Q13557;D6R938;B7Z2B0;Q4G1A8;H0Y9C2;H0Y9J2;Q92991;A8K161;Q7LDD5;Q8IWE0;Q9UQM7;E7EQE4;E9PBE8;D6RHX9,CAMK2A;CAMK2B;CAMK2D,0.95022989488663,0.0140765
Q8IW45;B4DKX7;B4DQR1;B3KSJ9;O95333,CARKD,1.17494547862538,0.0200733
O00151,PDLIM1,0.99608331073679,0.0102098
Q7Z4Y4;Q9UIJ7;Q7Z531;B3KWD9,AK3,1.26308954028364,0.00348196
Q92934;B4DZQ9;A8MXU7;F5GYS3,BAD,0.94285904131602,0.166549
Q9BPU6;Q53SW3;E7EWB4,DPYSL5,0.63603093203404,0.073498
T2C6S4;Q9ULE0;I6L9A7;B3KRN2;B4DVL0,WWC3,1.09796248129024,0.0112307
O76062;B4DK82;F5GYV3;E9PLI3;E9PLS9;E9PRQ1;E9PS09;E9PS18;H0YEN6;E9PLL1;E9PP79;E9PQZ7;H0YDY5,TM7SF2,1.5322889385974,0.000383268
B2R7G6;P49590;B4DDY8;C9JV49;E9PG66;C9JHI8;B4DDN8;B4DSY5;B4DQ67;D6RJE6,HARS2,0.96935886031408,0.0215955
Q9UKU7;B7Z5W4;Q6ZWP6;Q59FC2;B7Z7F1;B7Z767;B7Z9L5;Q6ZUS0;B7Z644;H0YDR9,ACAD8,1.03042310798552,0.0385975
Q9Y5B0;K7EJD2;K7EPW4,CTDP1,1.19992887090137,0.00554055
Q9UQB3;E7EPC8;B1P762;E9PHB5;B4DRK2;B4DG58;B3KXF4;B4DJU1;D6R9A8;D6RC65;D6RF55,CTNND2,1.31417796642662,0.0228554
Q13485;K7EIU8;Q9BYG6;K7ES96,SMAD4,0.90814843389814,0.126625
E9KL23;P01009;Q2L9S7;Q13747;Q9P173;A6YP93;Q3I0J7;B2D098,SERPINA1,2.26472639754256,0.000486975
Q9ULV0;B3KSA2;Q7Z7A5;B4DXH5;Q0P656;K7EPI3;B4E147;Q14782,MYO5B,1.08034600023024,0.0107856
Q96KR6,FAM210B,1.46762028212633,0.0206015
Q14D22;Q9BY43,CHMP4A,0.80671539382149,0.180017
Q53GG5;D6RAF1,PDLIM3,0.94000155636737,0.0303228
Q13510;E7EMM4;D3DSQ1;A8K0B6;E7ERV9;Q53H01;B3KUZ6;B1B5Q0;B1B5Q3;B1B5Q8;B1B5Q9;B1B5P6;B1B5R8;B1B5S8;B1B5T0;B1B5T7;B1B5S6,ASAH1,1.35403455230154,0.000691698
Q8N3F0;B4DH90;B8ZZW9,MTURN,1.2719646076584,0.0279431
Q15777;B7Z2S9;B7Z9P3;O15442;B4DM36;Q20WK9;B4DS17;F5H6C9;B4DS06;E9PQW8,MPPED1;MPPED2,1.73575859485774,0.00226793
Q8WUK0;B4DGK8,PTPMT1,0.96158580751237,0.157611
P45954;B4DQ51;H0Y6T4,ACADSB,1.39597304351281,0.00108542
Q8TBC5;Q69Z04,ZSCAN18,1.54461515991675,0.0192143
P20933;H0Y9C7;H0Y8L9;B4E0G5,AGA,1.01274792207943,0.0853802
P27701;Q6LET0;E9PJC7,CD82,1.21678830891037,0.0147568
Q9NRV9;F5GWX2;H0YG71,HEBP1,1.21194099527081,0.00219188
A8K6D3;O00462;B4DT18;E9PFW2;A7LFP5;Q59EG5,MANBA,1.10809064013255,0.0833271
P42785;B7Z7Q6;E9PIG4;E9PKN6;E9PQN3;E9PNJ1;E9PL85;E9PQB5;E9PNF7;B3KR26;E9PLY4;E9PL49,PRCP,1.64596406863871,0.0010023
Q8NF12;K7EL21;Q13938;Q96ET4;K7ES72,CAPS,1.4216095782598,0.000295448
A8K6A7;O00754;Q59E90;B4E0K9;Q93093;M0QZ24;M0R2P5;M0R174;M0QZG6,MAN2B1,1.07879911101315,0.00555695
A8K367;Q4G0E9;Q6IPK9;O00748;Q53H57;J3QSC0,CES2,1.76261743908555,0.00717899
D3DNI3;D3DNI2;B4DNH1;G5E9Q6;C9J0J7,PFN2,1.09392039803782,0.0282035
P22830;Q5TZY0;Q53FU1;Q7KZA3;B4DSA4;K7ELX4;K7EJX5;K7EKP7;K7EJM8;K7EPN2,FECH,1.30762074954187,0.00216658
Q9UBQ7;Q5M7Z5;U3KQ56;Q5T946;Q9H636,GRHPR,1.06171024321915,0.00664388
Q9Y2S2;B4DWM9,CRYL1,1.20038621598077,0.0388142
A8K957;E7FJF3;E7FJF4;Q8TB36;B4DIH2,GDAP1,1.23859159083154,0.0519539
Q92947;B4DK85;B4DQF2;B4DUY0;K7EKT3;K7EKH1;K7ES74;K7ERX1;K7ESA6,GCDH,1.24302150985398,0.00404514
Q9NZ09,UBAP1,1.30297504402965,0.0098245
B7Z3M9;H7BZG6;B4DIM6;B4DSU4;A6NH01;H0Y673;B7Z853;Q7Z677,AP1S2,1.52459886406268,0.040949
D9YZV5;Q6ZN40;Q15657;H0YKX5;H0YL42;H0YK20;O15513,TPM1,1.18967687169712,0.00231394
P78310,CXADR,1.46353352421056,0.0209683
Q8N9F7;J3QQN7;J3KTA9;J3QRR6,GDPD1,0.99266457736284,0.092291
P46527;Q6I9V6;Q96TE0;B4DPH2;E7ES52;Q9NYG6;O43806;H7C2T1,CDKN1B,1.8291893154301,0.00519865
Q9HBL7,PLGRKT,1.65328268692261,0.00372352
Q9HAT2,SIAE,1.34712106733437,0.042672
P23368,ME2,1.59431166437269,0.000200583
P20061,TCN1,1.55445387033875,4.08277e-5
P56377;Q549M9,AP1S2,1.05821945134925,0.0365395
O43776;B4DN60;B4DGT6;B4DG16;K7EIU7;K7EJ19;B4DF91;K7EQ35;K7EPK2;K7EMQ6;REV__H7BZ55;REV__H7C110,NARS,1.17685755390738,0.00162239
P43155;H0Y4Z7;A6PVN3;B7ZBP5,CRAT,1.30939633575318,0.000491182
Q14240;E7EQG2;Q9NZE6;B4DJX6;Q96B07;J3KSN7;E7EMV8;F8WE11;E9PBH4;Q5JWW0;Q59GT8;C9JUF0,EIF4A2,1.25085985679946,0.003309
F5H4K0;Q5T9L3;Q96IV8;Q8N2N3;E9PM62;H0YCG9;E9PQK1;E9PJW4;E9PKJ0;B7Z787;Q9H5T0,WLS,1.13814377905658,0.0224809
Q8TEQ8,PIGO,1.75882736913129,0.00731013
R4GMU1;O95479,H6PD,1.97985555527925,8.1543e-5
O14975;Q53GS2;B3KW19;G3V1R7,SLC27A2,1.41642818942746,0.0601478
P29966;Q6NVI1;Q05C82,MARCKS,1.08909880820954,0.0119161
Q8WX93;B2RTX2;Q7L8P5;F8WA26;H0YA05;Q4W5A6;L0R8B3;H0Y952;F8WC13,PALLD,1.25689809016664,0.0127934
Q9HCE0;K7EPN4;K7EM87;Q8N401;K7ENS1;Q9BTI0;K7ENK5;Q9BYJ3,EPG5,1.86542217588005,0.0104172
D3DTP7;Q9NRY6;I3L3X5;B2RBF8;B3KP67;I3NI29;I3L161;I3L4F5,PLSCR3;TMEM256-PLSCR3,1.28356985845703,0.0437419
B1AKK2;O94760;B4DGT0;B4DYP1;B4E3V1,DDAH1,1.24661800587933,0.00393856
B1AKN8;B4DRN9;Q12857;B1AKN5;B1AKN7;B1AKN6;S4R3K4;S4R308;B4DHW2;Q14938;D2DXM9;C9JWJ8;K7EN08;B4DM25;Q7Z3K7;S4R3W2;K7EJB0;K7EKH0;K7ESG9;K7EMQ5,NFIA;NFIX,1.68231272143243,0.022397
B2RB23;P42765;B3KNP8;K7EME0;K7EJ68;K7EJB1;K7ER88,ACAA2,1.42034505706924,0.00448226
P10636;I3L2Z2;B7U472,MAPT,1.26514746633604,0.0122134
Q96KP4;B4DV28;B4DPF1;Q9NW02;J3QKT2;Q9H7K8;J3KSV5;Q9NUV1;J3QRD0;J3QKQ0;J3QLU1;J3QR27;J3QL02;J3QRA8;J3QQN6;J3QRH4;J3KSS4;J3KRD5;J3KRJ8;J3QRP4,CNDP2,1.26357592942817,0.00145779
Q9HA92,RSAD1,1.09010463580752,0.0886648
P24593;C9JXX4,IGFBP5,1.55153585050607,8.14816e-5
Q4LE40;B3KVU6;Q6IA66;Q7Z3D6;H0YB09;H0YB62;G8JLP2;Q8NB88;Q53HP9;H0YB11;E5RIU5;E5RJ62;E5RIL4;E5RJ87;E5RGN8;E5RFZ6;E5RGP9;E5RFT5;E5RK56,C14orf159,1.67501838530234,0.00087414
Q6UW68;K7ELQ9;K7EPR0;K7EM09;K7EMV9;K7EJQ9;K7ER05,TMEM205,1.40506901883414,0.000345547
O43396;B2R960;K7ER96;Q59G46;G3V1K0;B3KT45;K7EML9;K7EPB7;K7EME7;K7EKG2,TXNL1,1.46254532853747,0.000629443
P00352;B4DDF8;B4DXX3;Q59EJ0;Q5SYQ8;Q5SYQ9;Q5SYQ7,ALDH1A1,1.41593236280561,0.00104152
P02649;J9ZVQ3;H0Y7L5;E7ERP7;E9PEV4;Q6LBZ1;D9ZB55;Q6LA97;Q8TCZ8;Q13791,APOE,1.87966430830045,0.0028442
F5H049;Q7Z2Y5;D3DUX0,NRK,1.53470889170753,0.0394572
Q8NBX0,SCCPDH,1.60356221195754,0.000200704
Q5KU26,COLEC12,3.33390427465627,2.10184e-7
P04181;Q59HE2,OAT,2.00915581177281,0.0020628
E7DVW5;Q01469;I6L8B7;A8MUU1,FABP5;FABP5P3,1.3034166354839,0.00905107
A8K417;Q93099;Q8WW71;B3KW64;H7C576,HGD,1.93557243096163,0.00762391
A8KAN5;Q9NZI7,UBP1,2.19112643094878,0.000749934
Q9P0M6;Q9HA11;Q5SQT3,H2AFY2,1.57039832636347,0.000248367
B3KXA3;O00423;B7Z650;F8W717;G3V3N9;G3V500;H0YJY3;H0YJK4,EML1,1.47883444695275,0.0483268
Q9HB40;B4DP22,SCPEP1,2.30190204457322,0.000389576
B2RAT6;P07902;D3DRM8;B4DT62;G3V4G9;Q8N8Y3;B3KTV7;B4DDJ1;F2Z2X9;G3V223;G3V3U5;Q14388;Q14379;H0YJL3;C8CHJ4;Q14362;D0EM86;Q14366;Q14367,GALT,2.0078016225636,0.000379567
Q14914;Q5JVP2;Q5JVP3;F2Z3J9;F6XGT7,PTGR1,1.84941891771745,0.00333641
B4DU44;P07476;B4DWR5;J3KPN6,IVL,1.46564880982613,0.0506498
Q14894;H9KVC2;I3L325;I3L2W5;I3NI53;I3L3Y1,CRYM,2.01311435510807,0.00137134
Q59GB4;Q16555;Q53ET2;Q8NAN9;E5RFU4,DPYSL2,1.74635342508408,5.07461e-5
Q9H0R4;K7ER15;K7EMY7;K7EQD2;K7EJQ8,HDHD2,1.74356672957126,0.00216167
Q8TD06;B5MC62;H7C040,AGR3,1.92556714607908,0.00797566
A8K2Q7;Q53FZ2;H3BSM0;B4DJK7;E7ETR5;H3BVD5;H3BT38,ACSM3,1.48940776555255,0.0465267
Q9H6X2;Q508I7;Q508I5;Q508I6;Q508I8;Q53FL1;H0YC24,ANTXR1,2.9086668109081,6.38763e-6
Q969E4;Q5H9L2;Q6IPX3,TCEAL3;TCEAL5;TCEAL6,2.49900941985273,8.23424e-6
A3KLL5;P05026;Q6LEU2;A6NGH2;B7Z9S8;Q58I20,ATP1B1,1.84314114411066,1.83569e-5
P06703;R4GN98;B2R577,S100A6,1.82337265263711,1.75379e-6
Q7Z406;G8JLL9;F2Z2U8;A1L2Z2;B4E177;B3KWH4;B3KV65;Q68D89;REV__Q5T655,MYH14,1.77062417119312,3.36895e-6
Q92626;H7C1W1;C9J4I9;H7C300,PXDN,2.07962800792816,0.000227629
O43347;B3KN16,MSI1,1.35751688200476,0.0410065
P15428;E9PBZ2;D6RA83;D6RA66;E9PD69;Q9NZQ5;D6RHF8,HPGD,1.32293186043218,0.00807758
O15296;B4DNW8;I3L1D5;A8K9R4;B4DU98,ALOX15B,1.91301383993176,8.87426e-6
P46821;A2BDK6;Q5H9P1;Q4VBY4;A5D6X1;Q6PJD3;Q32NB7;Q86X89;D6RA32;Q05BW8;A5D8X6;D6RA40,MAP1B,2.25896486062769,5.90017e-5
Q08257;A6NP24;C9JH92,CRYZ,1.81664884495938,2.48262e-5
B2R4M6;P06702,S100A9,1.93180307412242,0.0077559
M0QY43;Q14780,MYH14,1.68509913418427,2.736e-8
Q13835;Q14BN3;B4DRX5,PKP1,2.21613512300198,0.00197265
I3L170;B3KTM0,MAPT,1.50127959347756,2.736e-8
Q15120,PDK3,1.85060645439166,0.000232831
Q12765;B4DH22;C9K052;B4DIV7;B4DE46;C9J7U9;B8ZZP4,SCRN1,1.87616994449814,2.11903e-6
P06401;Q8TDS3;Q8NG42;Q8NG45;Q8NG43;Q8NG44;Q6TZ07,PGR,1.53699068179989,0.000333231
Q4LE73;O14795;B1AM27;F8W8M9;Q2NKJ5;I6L9J0;J3KQI7;F8W059;H7BXE5;Q9UPW8;F8W0P6;F8VZH8;B4DL44;B4DF98,UNC13A;UNC13B,2.02387290050956,2.66491e-6
Q8N4Q0;Q4G1C4;B4DZ91;J3KTQ8;J3QQQ7,ZADH2,2.1663703318632,1.54327e-5
O94811;Q4L233,TPPP,2.29232020514405,4.53998e-5
P52566;B2R4F3;F5H3P3;F5H6Q0;H0YGX7;F5H2R5,ARHGDIB,2.29802945976125,4.33926e-5
P04066;B2RBG3;B7Z362,FUCA1,2.05735945790836,0.00158977
P98164;Q7Z5C0;Q7Z5C1;Q4ZG84;B4DHA5;E9PC35,LRP2,1.92156606926786,0.000131908
B7Z992,GSN,2.13224339502696,2.736e-8
P21266;Q6FGJ9;Q59EJ5;A4UJ43;B4E2J2,GSTM3,2.04260390623869,2.5691e-7
Q53HF9;Q9HA82;H0YKC9;H0YN04;H0YNR6;H0YKR4;H0YLY3,CERS4,1.87553369529669,0.00996605
Q15493,RGN,3.06132797478675,1.19753e-5
Q13867;K7ES02;E7EMN3;K7ESE8;B4DXF3;J3KSD8;K7ENH5;J3KS79,BLMH,2.39504104604829,1.71514e-9
Q6DEN2;Q14195;Q8IXW6;H0YBT4;B4DLZ4;F5GWI3,DPYSL3,2.69673164735042,1.41209e-6
Q15124;Q5JTY7,PGM5,2.86371218822492,2.88189e-7
P00167;Q59F44;J3KNC7,CYB5A,1.78119341290331,3.57175e-5
Q15417;B4DFK6;B4DP09;F8WA86;E9PDU6;Q9BWY6,CNN3,2.1814636772487,0.000512858
Q6TZ08,PGR,1.7732452853815,2.736e-8
P08493,MGP,2.54947642316456,4.67606e-5
B2RE40;P82970;Q5JSK9;Q5JSK6;Q5JSL0;Q5JSK8;Q5JSK7,HMGN5,2.4347413812741,0.000611782
P17936;A6XND0;A6XND1;B3KRZ1;Q6ZSD0;B4DN53;B3KVF9;A6XNC9;B4DP07;B3KTQ0;B3KWK7;B3KTS0;B3KVY6;H0Y5K2;C9JMX4,IGFBP3,2.99458006604036,3.32101e-6
P50238;H3BRQ4;K4DIB9,CRIP1,2.17320345763401,4.78945e-7
Q8N0X4;B4DU60;Q5JVC2;Q5JVC1,CLYBL,2.32227832498249,0.00113145
F5H566;Q5XXA6;E9PNA7;Q9NW72;B7Z8V1,ANO1,3.82436204234846,2.35769e-9
P55072;Q96IF9;Q0IIN5;Q9NTC4;Q9HAP1;Q9HAP0,VCP,2.46747955198517,1.53441e-10
Q8TCD0;Q6GMX0;Q6P5S8;Q6PIL8;Q7Z3Y4;Q6PJF2;Q5EFE6;Q0KKI6;P01834;Q569I7;S6AWE3;S6B294;S6B2C3;S6AWD3;S6BGE9,IGKC,0.86319879645192,0.0891876
Q9Y2D0;C9JA11,CA5B,3.04783730303088,2.19491e-6
Q9UJC5,SH3BGRL2,2.55710150375001,7.70641e-5
O75368;D3DTE6;B0AZV6,SH3BGRL,2.58953473786306,2.4445e-7
P08670;Q53HU8;B0YJC4;B3KRK8;B0YJC5;Q5JVS8,VIM,2.26115857975079,1.46923e-7
A8K5A0;O15344;B4DLX8;C9J453;B7Z5K6;C9JZJ7,MID1,2.93287375767867,2.87663e-5
Q8IYT4;K7EIJ8;K7EM02,KATNAL2,2.73972621293638,3.83879e-11
P81605,DCD,1.10153991574135,0.161086
P05109,S100A8,1.17278920256756,0.0802214
P29373,CRABP2,2.328955323959,3.40011e-6
H6VRG2,KRT1,1.61084372715635,6.63279e-5
Q15654;Q68D94;F2ZC06;F2ZC09;Q71V88;H7BZE2,TRIP6,4.45796609816804,7.55661e-13
Q9UJZ1;B4E1K7;Q6ZNW0;F2Z2I8,STOML2,3.19495648404278,1.81146e-16
P07195;Q5U077;A8MW50;C9J7H8;F5H793;Q59G78,LDHB,3.35566271329213,8.9546e-16
B2R8J1;Q9UN76,SLC6A14,3.37067811790985,1.53187e-7
